"c5r2mtsc","c5r2mtsc_std","p5hmage","w3momed_hsb","w3income","catholic"
27.493,-2.36905262550806,29,1,22.5005,0
47.341,-0.325833070933428,30,1,5,0
48.33,-0.224022100585065,39,1,87.5005,0
41.401,-0.937316553106609,32,1,45.0005,0
63.365,1.32373112407382,48,0,150.0005,0
37.569,-1.33179545945133,29,1,22.5005,0
54.204,0.38066712067508,34,0,62.5005,0
61.28,1.1090942452302,35,1,87.5005,0
60.838,1.0635932857823,43,0,150.0005,0
50.8,0.0302479669179239,39,0,22.5005,0
55.124,0.475375000068907,40,1,87.5005,0
48.19,-0.238434169188474,29,1,32.5005,0
44.839,-0.583397325545768,34,1,62.5005,0
44.921,-0.574955971078057,34,0,45.0005,0
50.489,-0.001767414051076,37,0,62.5005,0
68.39,1.84102144358901,46,1,45.0005,0
49.496,-0.103990157788107,34,1,45.0005,0
59.002,0.874589300383317,38,0,45.0005,0
46.051,-0.458629988779119,30,1,17.5005,0
49.446,-0.109137325146468,39,0,62.5005,0
42.981,-0.774666064582429,40,1,150.0005,0
49.277,-0.126534750817725,32,0,62.5005,0
64.616,1.45251325137999,35,0,150.0005,0
52.723,0.228208023520454,45,0,150.0005,0
51.895,0.142970932066011,51,0,62.5005,0
58.477,0.820544043120535,35,0,45.0005,0
42.011,-0.874521111334615,36,0,45.0005,0
57.2,0.689085388788018,35,1,45.0005,0
35.879,-1.5057697161639,29,1,17.5005,0
52.727,0.228619796909122,41,0,37.5005,0
51.634,0.116102718455371,35,0,62.5005,0
61.212,1.10209409762283,35,0,37.5005,0
53.151,0.272267776108017,39,0,37.5005,0
24.674,-2.6592499211724,41,1,12.5005,0
59.455,0.921222636650059,36,0,45.0005,0
35.856,-1.50813741314874,39,1,27.5005,0
21.748,-2.96046215498363,31,1,17.5005,0
31.317,-1.97539726594068,38,1,37.5005,0
41.462,-0.931037008929409,29,1,45.0005,0
48.042,-0.253669784569219,27,0,45.0005,0
56.234,0.589642115424501,44,1,37.5005,0
35.787,-1.51524050410328,31,1,62.5005,0
51.123,0.0634986680529302,38,0,27.5005,0
52.439,0.198972112924969,51,0,32.5005,0
42.188,-0.856300138886021,32,0,37.5005,0
57.169,0.685894145025834,38,1,87.5005,0
21.812,-2.95387378076493,42,0,87.5005,0
52.852,0.241487715305023,35,1,22.5005,0
54.58,0.419373819209948,41,1,27.5005,0
34.803,-1.61653675771581,30,1,62.5005,0
48.624,-0.193756756517908,40,1,7.5005,0
50.647,0.0144976348013421,44,1,32.5005,0
42.703,-0.803284315094911,46,0,87.5005,0
38.504,-1.23554342984999,32,1,27.5005,0
34.102,-1.68870004408002,53,1,37.5005,0
51.74,0.127014713255094,36,0,32.5005,0
50.852,0.0356010209706183,32,1,45.0005,0
31.071,-2.00072132934381,35,1,22.5005,0
52.024,0.15625062385058,32,1,17.5005,0
41.155,-0.962640616509741,32,0,22.5005,0
40.054,-1.07598124174083,30,1,37.5005,0
57.386,0.708232851361118,37,0,62.5005,0
50.929,0.0435276587024934,34,1,37.5005,0
36.914,-1.39922335184585,40,1,150.0005,0
44.647,-0.603162448201871,32,1,87.5005,0
60.34,1.01232749889303,38,0,22.5005,0
32.76,-1.8268500159784,29,1,27.5005,0
55.206,0.483816354536617,46,0,150.0005,0
55.026,0.465286552046521,34,1,27.5005,0
55.98,0.563494505244031,41,0,87.5005,0
34.321,-1.6661554510504,36,1,37.5005,0
47.631,-0.295979500254939,34,1,62.5005,0
45.424,-0.523175467452955,35,0,37.5005,0
52.562,0.211634144626534,33,0,37.5005,0
56.549,0.622069269782169,41,1,62.5005,0
64.18,1.40762995201509,39,0,62.5005,0
58.489,0.821779363286541,41,0,87.5005,0
53.478,0.305930250631692,34,1,12.5005,0
45.163,-0.550043681063595,37,0,45.0005,0
47.773,-0.281361544957196,33,1,37.5005,0
62.321,1.21625826963126,50,0,150.0005,0
49.671,-0.0859750720338471,24,0,27.5005,0
60.915,1.07151992351417,38,0,150.0005,0
56.559,0.623098703253841,44,0,87.5005,0
36.392,-1.45295977906712,29,1,12.5005,0
44.441,-0.624368777718314,30,0,12.5005,0
52.965,0.253120313534917,36,1,7.5005,0
48.807,-0.17491812398631,34,1,45.0005,0
36.482,-1.44369487782208,37,1,62.5005,0
74.248,2.44406357129448,42,0,45.0005,0
53.845,0.343710459042055,27,1,17.5005,0
43.467,-0.724635597859169,50,0,32.5005,0
57.313,0.700717987017912,46,0,87.5005,0
59.292,0.904442871061805,46,0,62.5005,0
50.512,0.000600282933769985,37,0,45.0005,0
46.613,-0.400775827671151,46,1,62.5005,0
45.252,-0.540881723165713,35,0,62.5005,1
58.224,0.794499376287233,45,0,62.5005,1
57.484,0.718321299383504,38,0,62.5005,1
52.854,0.241693601999357,46,0,62.5005,1
47.66,-0.292994143187091,42,0,62.5005,1
56.111,0.576980083722935,41,0,87.5005,1
44.09,-0.660501892574002,36,1,45.0005,1
55.635,0.527979050471346,38,0,87.5005,1
63.876,1.37633517447626,40,0,62.5005,1
41.28,-0.94977269811384,40,1,45.0005,1
59.532,0.929149274381933,44,0,150.0005,1
56.14,0.579965440790784,48,0,62.5005,1
52.433,0.198354452841965,33,1,62.5005,1
40.093,-1.07196645120131,34,1,62.5005,0
50.493,-0.00135564066240669,32,1,45.0005,0
60.809,1.06060792871445,49,0,62.5005,0
52.975,0.254149747006589,43,0,62.5005,0
62.614,1.24642067035125,38,0,27.5005,0
61.758,1.15830116517613,42,0,150.0005,0
48.06,-0.25181680432021,38,1,150.0005,0
71.778,2.18979350379149,42,0,150.0005,0
48.332,-0.223816213890731,27,0,87.5005,0
35.151,-1.58071247290162,35,1,62.5005,0
52.725,0.228413910214788,37,0,32.5005,0
57.452,0.715027112274153,41,0,150.0005,0
47.213,-0.33900981937083,29,1,37.5005,0
42.1,-0.865359153436735,30,1,62.5005,0
52.062,0.160162471042933,44,1,62.5005,0
44.743,-0.593279886873819,35,0,150.0005,0
50.695,0.019438915465368,41,0,150.0005,0
51.682,0.121043999119397,45,0,45.0005,0
53.912,0.350607663302257,39,0,150.0005,0
40.803,-0.998876674712596,27,1,87.5005,0
56.153,0.581303704303957,34,1,87.5005,0
53.587,0.317151075472917,44,0,150.0005,0
49.45,-0.108725551757798,35,1,45.0005,0
46.158,-0.447615050632228,33,1,27.5005,0
62.941,1.28008314487493,41,0,150.0005,0
57.573,0.727483257281385,38,0,150.0005,0
49.521,-0.101416574108927,42,0,87.5005,0
62.858,1.27153884706005,45,0,87.5005,0
66.707,1.66776779030661,44,0,37.5005,0
64.449,1.43532171240307,39,1,62.5005,0
35.518,-1.54293226449126,43,1,62.5005,0
53.048,0.261664611349795,42,0,87.5005,0
48.805,-0.175124010680644,41,1,22.5005,0
45.39,-0.52667554125664,35,1,62.5005,0
48.805,-0.175124010680644,35,0,45.0005,0
55.043,0.467036588948363,36,0,27.5005,0
59.559,0.931928744755448,40,1,45.0005,0
35.391,-1.55600606958149,41,0,27.5005,1
71.211,2.13142462594769,43,1,87.5005,0
16.33,-3.51820920993553,27,0,7.5005,0
32.012,-1.90385163965947,33,1,7.5005,0
34.609,-1.63650776706625,46,1,17.5005,0
53.211,0.278444376938048,46,1,12.5005,0
50.574,0.00698277045813627,39,1,27.5005,0
43.035,-0.769107123835401,38,1,27.5005,0
43.984,-0.671413887373726,32,1,17.5005,0
49.306,-0.123549393749876,36,1,37.5005,0
49.775,-0.0752689639284582,32,1,27.5005,0
39.868,-1.09512870431393,39,0,45.0005,0
35.087,-1.58730084712032,37,0,87.5005,0
39.138,-1.17027734774599,35,0,12.5005,0
53.572,0.315606925265409,43,1,37.5005,0
64.191,1.40876232883393,36,0,37.5005,0
52.587,0.214207728305715,34,1,27.5005,0
35.842,-1.50957862000909,38,1,22.5005,0
59.098,0.884471861711368,50,0,150.0005,0
63.548,1.34256975660542,45,0,200.001,0
61.001,1.08037305137055,47,1,87.5005,0
66.634,1.6602529259634,42,0,150.0005,0
47.977,-0.260361102135088,37,0,37.5005,0
44.38,-0.630648321895513,32,1,27.5005,0
46.78,-0.383584288694228,34,1,17.5005,0
47.983,-0.259743442052085,33,1,7.5005,0
48.029,-0.255008048082393,30,1,32.5005,0
48.238,-0.233492888524448,34,1,27.5005,0
36.146,-1.47828384247026,32,0,22.5005,0
36.595,-1.43206227959218,45,0,17.5005,0
49.683,-0.0847397518678407,52,1,27.5005,0
52.464,0.201545696604148,34,1,22.5005,0
48.995,-0.155564774718876,37,1,37.5005,0
53.535,0.311798021420222,33,1,22.5005,0
34.043,-1.69477370156288,35,1,62.5005,0
38.137,-1.27332363826036,36,0,17.5005,0
68.519,1.85430113537358,29,0,32.5005,0
53.52,0.310253871212714,36,1,37.5005,0
51.361,0.0879991846787243,38,1,12.5005,0
30.678,-2.04117806478052,38,1,5,0
57.404,0.710085831610128,31,0,62.5005,0
41.723,-0.90416879531877,42,0,62.5005,0
57.027,0.671276189728092,35,0,87.5005,0
52.982,0.254870350436759,47,1,37.5005,0
35.717,-1.52244653840499,42,1,62.5005,0
33.854,-1.71422999417748,42,1,12.5005,0
60.198,0.99770954359529,42,0,45.0005,0
47.612,-0.297935423851116,43,1,27.5005,0
38.998,-1.1846894163494,37,1,27.5005,0
55.516,0.515728792158449,30,1,45.0005,0
35.633,-1.53109377956703,29,1,27.5005,0
25.142,-2.61107243469815,38,1,32.5005,0
24.021,-2.72647192687258,32,1,17.5005,0
44.391,-0.629515945076675,37,0,32.5005,0
52.934,0.249929069772733,47,0,87.5005,0
62.307,1.21481706277092,43,0,150.0005,0
58.31,0.803352504143613,47,0,150.0005,0
57.909,0.762072221929564,44,0,87.5005,0
56.37,0.60364241063924,41,1,87.5005,0
56.322,0.598701129975215,41,0,62.5005,0
59.194,0.894354423039419,44,0,150.0005,0
46.016,-0.462233005929971,41,0,150.0005,0
51.2,0.0714253057848053,42,0,150.0005,0
47.798,-0.278787961278017,39,0,150.0005,0
64.919,1.48370508557165,42,0,150.0005,0
71.855,2.19772014152337,44,0,150.0005,0
68.567,1.8592424160376,38,0,150.0005,0
57.809,0.751777887212844,39,0,150.0005,0
61.243,1.10528534138502,48,0,150.0005,0
60.527,1.0315779048133,37,0,62.5005,0
41.766,-0.89974223139058,31,1,32.5005,0
40.903,-0.988582339995876,42,1,27.5005,0
31.565,-1.94986731584321,33,1,32.5005,0
37.515,-1.33735440019836,33,1,22.5005,0
45.39,-0.52667554125664,27,1,12.5005,0
53.071,0.26403230833464,42,0,150.0005,0
58.174,0.789352208928873,37,0,45.0005,0
33.242,-1.77723132264381,40,0,87.5005,0
52.806,0.236752321335331,37,0,150.0005,0
56.52,0.619083912714321,38,0,45.0005,0
52.114,0.165515525095628,37,1,200.001,0
47.08,-0.352701284544068,40,0,87.5005,0
61.093,1.08984383930994,42,0,87.5005,0
52.026,0.156456510544914,35,1,37.5005,0
44.604,-0.607589012130061,39,0,45.0005,0
53.862,0.345460495943897,39,0,87.5005,0
53.758,0.334754387838508,39,1,62.5005,0
41.015,-0.977052685113149,41,0,62.5005,0
53,0.256723330685769,36,1,62.5005,0
45.409,-0.524719617660463,31,1,37.5005,0
63.65,1.35306997801647,38,0,62.5005,0
44.541,-0.614074443001595,37,1,37.5005,0
44.23,-0.646089823970594,24,1,32.5005,0
37.039,-1.38635543344994,35,1,27.5005,0
55.694,0.534052707954212,39,0,87.5005,0
49.738,-0.0790778677736446,46,0,62.5005,0
41.645,-0.912198376397811,31,1,7.5005,0
44.316,-0.637236696114214,61,0,150.0005,0
52.416,0.196604415940123,41,0,62.5005,1
60.085,0.986076945365396,44,1,62.5005,1
49.074,-0.147432250292667,44,0,62.5005,1
66.606,1.65737051224272,52,1,62.5005,1
54.715,0.433271171077521,40,0,87.5005,1
56.96,0.66437898546789,37,1,87.5005,1
53.482,0.30634202402036,29,0,45.0005,1
61.604,1.14244788971238,28,1,22.5005,1
54.505,0.411653068172408,41,0,87.5005,1
34.064,-1.69261189127237,42,0,150.0005,1
54.077,0.367593315584845,36,0,32.5005,1
50.996,0.050424862962696,33,0,45.0005,1
58.692,0.842676862761484,44,0,87.5005,1
48.72,-0.183874195189856,37,0,150.0005,1
54.169,0.377064103524228,42,1,150.0005,1
44.689,-0.598838827620848,42,1,37.5005,0
47.322,-0.327788994529605,40,0,62.5005,0
47.518,-0.307612098484833,32,0,87.5005,1
45.102,-0.556323225240794,44,0,87.5005,1
43.646,-0.70620873871624,39,0,62.5005,1
48.369,-0.220007310045544,32,0,37.5005,1
56.52,0.619083912714321,48,0,87.5005,1
50.735,0.023556649352056,33,0,87.5005,1
53.255,0.282973884213406,38,0,62.5005,1
44.683,-0.599456487703852,34,1,45.0005,1
54.77,0.438933055171717,53,0,150.0005,0
40.951,-0.98364105933185,41,1,45.0005,1
53.678,0.326518920065132,45,0,45.0005,1
43.314,-0.740385929975751,37,1,37.5005,1
55.491,0.51315520847927,41,0,150.0005,1
56.9,0.658202384637857,35,1,150.0005,0
56.015,0.567097522394884,34,0,45.0005,0
62.843,1.26999469685254,44,1,87.5005,0
57.963,0.767631162676593,37,0,45.0005,0
43.214,-0.750680264692472,28,1,12.5005,0
48.184,-0.239051829271477,46,0,45.0005,0
58.873,0.861309608598747,36,0,62.5005,0
56.814,0.649349256781478,41,0,62.5005,0
48.926,-0.162667865673413,42,0,62.5005,0
64.552,1.44592487716129,28,0,62.5005,0
46.216,-0.44164433649653,31,0,37.5005,0
64.662,1.45724864534968,36,0,62.5005,0
57.955,0.766807615899256,40,0,87.5005,0
61.416,1.12309454044494,40,0,87.5005,0
65.901,1.58479545248984,39,0,87.5005,0
31.592,-1.9470878454697,44,0,62.5005,0
54.832,0.445315542696083,37,0,87.5005,0
57.304,0.699791496893407,38,0,87.5005,0
60.64,1.04321050304319,38,0,200.001,0
50.426,-0.00825284492260925,37,1,45.0005,0
58.389,0.811485028569822,37,0,45.0005,0
55.468,0.510787511494424,46,1,87.5005,0
62.228,1.20668453834471,40,0,200.001,0
58.56,0.829088340935413,38,0,150.0005,0
64.512,1.4418071432746,37,0,200.001,0
51.542,0.106631930515988,42,0,87.5005,0
52.919,0.248384919565225,44,0,150.0005,0
67.885,1.78903505326957,42,0,87.5005,0
60.978,1.07800535438571,38,0,150.0005,0
43.504,-0.720826694013983,36,0,200.001,0
49.429,-0.11088736204831,51,0,87.5005,0
64.877,1.47938146499063,45,0,150.0005,0
60.202,0.998121316983959,45,0,150.0005,0
49.129,-0.141770366198471,37,0,150.0005,0
53.76,0.334960274532842,40,0,87.5005,0
65.686,1.5626626328489,45,0,150.0005,0
56.937,0.662011288483044,36,0,62.5005,0
54.465,0.40753533428572,40,0,150.0005,0
62.716,1.25692089176231,37,0,87.5005,0
59.034,0.877883487492667,41,0,150.0005,0
42.672,-0.806475558857095,44,0,22.5005,1
41.696,-0.906948265692285,34,0,87.5005,1
42.799,-0.79340175376686,37,0,37.5005,0
39.753,-1.10696718923816,43,0,45.0005,1
27.293,-2.3896412949415,34,0,32.5005,1
43.314,-0.740385929975751,32,1,37.5005,0
48.023,-0.255625708165396,46,1,37.5005,1
37.765,-1.31161856340656,31,0,45.0005,1
44.871,-0.580103138436417,34,0,87.5005,1
51.968,0.150485796409217,37,0,87.5005,0
57.306,0.699997383587741,34,0,87.5005,0
56.144,0.580377214179452,32,0,45.0005,0
43.634,-0.707444058882246,45,0,62.5005,0
59.315,0.90681056804665,43,0,62.5005,0
40.413,-1.03902458010781,28,0,37.5005,0
35.422,-1.55281482581931,44,1,12.5005,0
47.547,-0.304626741416985,29,1,87.5005,0
47.516,-0.307817985179168,28,1,27.5005,0
40.039,-1.07752539194834,28,1,37.5005,0
48.083,-0.249449107335364,31,1,27.5005,0
20.471,-3.09192080931615,53,0,17.5005,0
56.927,0.660981855011372,27,0,87.5005,0
46.137,-0.449776860922739,41,1,45.0005,0
32.602,-1.84311506483082,35,1,12.5005,0
55.573,0.52159656294698,48,1,37.5005,0
34.749,-1.62209569846284,34,1,27.5005,0
61.431,1.12463869065245,27,0,87.5005,0
72.429,2.25680962279734,41,0,62.5005,0
50.376,-0.0134000122809698,39,0,62.5005,0
41.877,-0.888315519855021,44,0,62.5005,0
45.098,-0.556734998629463,45,0,45.0005,0
43.494,-0.721856127485655,43,0,62.5005,0
57.984,0.769792972967105,30,0,62.5005,0
63.947,1.38364415212513,44,0,45.0005,0
63.058,1.29212751649349,36,0,37.5005,0
44.526,-0.615618593209102,45,0,87.5005,0
62.674,1.25259727118128,38,1,62.5005,0
45.759,-0.488689446151942,37,0,22.5005,0
44.09,-0.660501892574002,40,0,87.5005,1
42.78,-0.795357677363037,39,0,62.5005,1
36.939,-1.39664976816666,27,0,87.5005,1
56.474,0.614348518744629,47,0,87.5005,1
58.606,0.833823734905104,42,0,87.5005,1
49.31,-0.123137620361207,42,0,150.0005,1
51.824,0.135661954417139,39,0,150.0005,1
42.301,-0.844667540656127,38,1,87.5005,1
43.515,-0.719694317195144,47,0,45.0005,1
51.565,0.108999627500834,39,1,200.001,1
45.146,-0.551793717965437,36,0,200.001,1
55.391,0.502860873762549,44,0,62.5005,0
53.697,0.328474843661309,41,0,45.0005,0
52.736,0.229546287033627,35,0,32.5005,0
60.557,1.03466620522832,42,1,62.5005,0
54.315,0.39209383221064,44,0,62.5005,0
52.761,0.232119870712808,47,0,150.0005,0
54.815,0.443565505794241,41,0,87.5005,0
49.917,-0.0606510086307152,42,0,200.001,1
44.408,-0.627765908174832,43,0,150.0005,1
55.967,0.562156241730858,39,0,87.5005,0
54.859,0.448095013069598,37,0,200.001,0
65.104,1.50274960479758,43,0,200.001,0
60.532,1.03209262154914,39,0,200.001,0
42.862,-0.786916322895326,45,0,200.001,0
56.952,0.663555438690552,49,0,150.0005,0
58.126,0.784410928264847,43,0,200.001,0
63.241,1.31096614902509,51,0,200.001,0
69.387,1.94365596071471,39,0,200.001,0
65.739,1.56811863024876,39,0,200.001,0
54.354,0.396108622750161,42,0,200.001,0
65.576,1.5513388646605,42,0,200.001,0
54.55,0.416285518794932,43,0,200.001,0
66.335,1.62947286516041,39,0,200.001,0
66.246,1.62031090726253,45,0,200.001,0
67.199,1.71841591711287,39,0,87.5005,0
53.147,0.271856002719348,47,1,87.5005,0
62.146,1.198243183877,41,0,200.001,0
38.449,-1.24120531394419,37,0,62.5005,0
55.17,0.480110394038598,37,0,62.5005,0
60.104,0.988032868961573,39,1,150.0005,0
47.946,-0.263552345897271,38,0,150.0005,0
66.905,1.68815057304572,48,0,87.5005,0
54.903,0.452624520344955,51,0,150.0005,0
52.556,0.211016484543531,39,0,87.5005,0
80.185,3.05523822342616,41,0,150.0005,0
61.727,1.15510992141394,36,1,150.0005,0
60.947,1.07481411062352,42,1,150.0005,0
72.948,2.31023721997712,41,0,150.0005,0
46.127,-0.450806294394411,33,0,37.5005,0
32.667,-1.83642374726495,40,0,62.5005,0
68.576,1.86016890616211,41,0,150.0005,0
55.412,0.50502268405306,46,1,150.0005,1
52.468,0.201957469992818,39,0,150.0005,1
48.782,-0.17749170766549,46,0,150.0005,1
60.467,1.02540130398327,40,0,150.0005,1
70.706,2.07943823562825,45,0,150.0005,1
57.824,0.753322037420352,45,0,150.0005,1
46.694,-0.392437416550608,37,1,62.5005,1
48.724,-0.183462421801188,42,1,62.5005,1
36.735,-1.41765021098877,37,0,62.5005,1
58.773,0.851015273882027,38,0,150.0005,1
64.139,1.40340927478123,43,0,87.5005,1
60.922,1.07224052694434,42,0,150.0005,1
57.761,0.746836606548819,48,0,150.0005,1
59.737,0.95025266055121,29,0,27.5005,0
77.34,2.76236440073547,47,0,150.0005,0
59.897,0.966723596097962,36,0,37.5005,0
54.978,0.460345271382495,38,1,200.001,0
73.278,2.3442085245423,38,0,45.0005,0
69.782,1.98431858284576,39,0,62.5005,0
56.409,0.607657201178761,42,0,150.0005,0
65.232,1.51592635323499,40,0,87.5005,0
45.551,-0.51010166236272,35,0,150.0005,0
55.909,0.55618552759516,37,0,200.001,0
49.953,-0.0569450481326958,35,1,87.5005,0
52.416,0.196604415940123,45,1,45.0005,0
63.337,1.32084871035314,45,0,87.5005,0
52.224,0.17683929328402,40,1,150.0005,0
63.498,1.33742258924706,41,0,62.5005,0
58.212,0.793264056121227,42,0,150.0005,0
50.159,-0.0357387186162525,40,1,87.5005,0
67.887,1.78924093996391,48,0,150.0005,0
65.916,1.58633960269735,38,1,45.0005,0
48.766,-0.179138801220165,45,1,62.5005,0
58.652,0.838559128874796,41,0,62.5005,0
59.428,0.918443166276544,30,0,87.5005,0
56.101,0.575950650251263,41,0,87.5005,0
66.778,1.67507676795548,37,0,87.5005,0
56.549,0.622069269782169,52,0,150.0005,0
49.786,-0.0741365871096187,44,0,150.0005,0
69.312,1.93593520967717,43,0,200.001,0
42.323,-0.842402787018449,48,0,87.5005,0
61.347,1.11599144949041,44,0,150.0005,0
65.029,1.49502885376004,44,0,150.0005,0
45.248,-0.541293496554383,47,0,200.001,0
39.609,-1.12179103123024,43,0,87.5005,0
38.913,-1.19343960085861,42,0,37.5005,0
53.021,0.25888514097628,37,0,87.5005,0
42.695,-0.804107861872249,34,1,62.5005,0
32.698,-1.83323250350277,39,0,87.5005,0
49.053,-0.149594060583178,42,0,37.5005,0
39.856,-1.09636402447994,38,1,87.5005,0
32.961,-1.8061584031978,37,0,37.5005,0
51.611,0.113735021470525,46,1,62.5005,0
35.664,-1.52790253580485,38,1,45.0005,0
51.534,0.10580838373865,46,1,22.5005,0
40.698,-1.00968572616515,51,0,62.5005,0
35.224,-1.57319760855842,28,1,27.5005,0
34.705,-1.62662520573819,31,1,45.0005,1
40.826,-0.99650897772775,49,0,37.5005,0
32.813,-1.82139401857854,31,1,22.5005,0
38.896,-1.19518963776045,46,0,150.0005,0
44.595,-0.608515502254565,43,0,32.5005,0
44.935,-0.573514764217716,38,0,62.5005,0
42.841,-0.789078133185838,39,0,150.0005,0
49.331,-0.120975810070696,39,0,62.5005,0
52.358,0.190633701804425,36,1,87.5005,0
48.87,-0.168432693114776,42,1,87.5005,0
51.05,0.0559838037097244,40,0,87.5005,0
56.476,0.614554405438964,39,0,87.5005,0
46.859,-0.375451764268019,47,0,150.0005,0
58.143,0.78616096516669,41,0,150.0005,0
54.571,0.418447329085443,39,0,62.5005,0
53.055,0.262385214779965,48,0,150.0005,0
49.341,-0.119946376599024,41,0,27.5005,1
68.398,1.84184499036635,35,0,62.5005,1
52.642,0.219869612399911,38,0,62.5005,1
48.657,-0.19035962606139,39,0,150.0005,1
35.858,-1.50793152645441,44,1,62.5005,1
52.421,0.197119132675959,38,0,200.001,1
62.048,1.18815473585461,44,0,87.5005,1
46.944,-0.366701579758807,39,0,150.0005,1
58.256,0.797793563396584,38,0,150.0005,1
61.829,1.165610142825,42,0,32.5005,1
52.635,0.21914900896974,38,0,150.0005,1
62.447,1.22922913137433,45,0,150.0005,1
60.94,1.07409350719335,45,0,200.001,1
51.104,0.0615427444567535,39,0,87.5005,1
45.96,-0.467997833371334,42,1,62.5005,1
57.803,0.751160227129841,43,0,87.5005,1
60.386,1.01706289286272,40,0,87.5005,1
43.846,-0.6856200692828,34,0,87.5005,1
60.479,1.02663662414927,44,0,87.5005,1
68.117,1.81291790981236,38,0,62.5005,0
57.984,0.769792972967105,42,1,62.5005,0
51.895,0.142970932066011,48,0,150.0005,0
57.582,0.728409747405889,38,0,87.5005,0
43.732,-0.697355610859861,48,0,87.5005,0
38.785,-1.20661634929601,33,1,17.5005,0
57.386,0.708232851361118,48,0,87.5005,0
54.792,0.441197808809395,42,0,150.0005,0
57.605,0.730777444390735,42,0,150.0005,0
44.449,-0.623545230940977,38,1,87.5005,0
60.757,1.05525487466176,48,0,150.0005,0
43.64,-0.706826398799243,32,0,200.001,0
56.537,0.620833949616163,46,0,150.0005,0
71.962,2.20873507967026,38,0,200.001,0
63.106,1.29706879715751,44,0,87.5005,0
39.824,-1.09965821158929,43,0,87.5005,0
53.265,0.284003317685078,40,0,150.0005,0
45.367,-0.529043238241485,42,0,200.001,0
47.827,-0.275802604210168,33,0,87.5005,0
50.958,0.0465130157703419,40,0,150.0005,0
63.448,1.3322754218887,44,0,200.001,0
51.521,0.104470120225477,39,1,62.5005,0
55.427,0.506566834260569,37,0,150.0005,0
65.403,1.53352966560058,42,0,87.5005,0
48.597,-0.196536226891422,36,0,87.5005,0
54.586,0.419991479292951,34,1,62.5005,0
43.264,-0.745533097334111,42,0,200.001,0
43.857,-0.684487692463961,38,0,87.5005,0
43.31,-0.74079770336442,42,0,150.0005,0
49.514,-0.102137177539098,39,0,87.5005,0
56.545,0.621657496393501,42,0,87.5005,0
46.892,-0.372054633811502,45,1,62.5005,0
60.882,1.06812279305766,39,0,150.0005,0
56.453,0.612186708454118,44,1,62.5005,0
60.29,1.00718033153467,35,0,62.5005,0
39.626,-1.12004099432839,43,0,62.5005,0
53.62,0.320548205929434,46,1,62.5005,0
52.195,0.173853936216171,45,0,62.5005,0
54.732,0.435021207979363,42,0,45.0005,0
53.138,0.270929512594843,41,0,150.0005,0
42.353,-0.839314486603432,37,0,12.5005,0
47.672,-0.291758823021085,39,0,62.5005,0
41.71,-0.905507058831943,42,0,17.5005,0
